time,t,data/E46_28.csv
2006 May,2006-05-31,0
2006 Jun,2006-06-30,0
2006 Jul,2006-07-31,0
2006 Aug,2006-08-31,0.762206694832629
2006 Sep,2006-09-30,0
2006 Oct,2006-10-31,0
2006 Nov,2006-11-30,0
2006 Dec,2006-12-31,0
2007 Jan,2007-01-31,0.507708807279818
2007 Feb,2007-02-28,0
2007 Mar,2007-03-31,0
2007 Apr,2007-04-30,0
2007 May,2007-05-31,0
2007 Jun,2007-06-30,0
2007 Jul,2007-07-31,0.34876828079298
2007 Aug,2007-08-31,0.270263243418915
2007 Sep,2007-09-30,0.332681182970426
2007 Oct,2007-10-31,0.286028599285018
2007 Nov,2007-11-30,0
2007 Dec,2007-12-31,0
2008 Jan,2008-01-31,0
2008 Feb,2008-02-29,0.380942476438089
2008 Mar,2008-03-31,0.555970100747481
2008 Apr,2008-04-30,0.301150471238219
2008 May,2008-05-31,0.379655508612285
2008 Jun,2008-06-30,0
2008 Jul,2008-07-31,0
2008 Aug,2008-08-31,0
2008 Sep,2008-09-30,0.206558336041599
2008 Oct,2008-10-31,0.173740656483588
2008 Nov,2008-11-30,0.238089047773806
2008 Dec,2008-12-31,0.158940526486838
2009 Jan,2009-01-31,0
2009 Feb,2009-02-28,0
2009 Mar,2009-03-31,0
2009 Apr,2009-04-30,0
2009 May,2009-05-31,0
2009 Jun,2009-06-30,0.0952356191095223
2009 Jul,2009-07-31,0.158940526486838
2009 Aug,2009-08-31,0.397673058173546
2009 Sep,2009-09-30,0.380942476438089
2009 Oct,2009-10-31,0.126766330841729
2009 Nov,2009-11-30,0.0785050373740656
2009 Dec,2009-12-31,0.0637049073773156
2010 Jan,2010-01-31,0
2010 Feb,2010-02-28,0
2010 Mar,2010-03-31,0
2010 Apr,2010-04-30,0
2010 May,2010-05-31,0
2010 Jun,2010-06-30,0
2010 Jul,2010-07-31,0.190471238219045
2010 Aug,2010-08-31,0.507708807279818
2010 Sep,2010-09-30,0.602622684432889
2010 Oct,2010-10-31,0.221358466038349
2010 Nov,2010-11-30,0.158940526486838
2010 Dec,2010-12-31,0
2011 Jan,2011-01-31,0.110679233019175
2011 Feb,2011-02-28,0
2011 Mar,2011-03-31,0
2011 Apr,2011-04-30,0
2011 May,2011-05-31,0
2011 Jun,2011-06-30,0
2011 Jul,2011-07-31,0
2011 Aug,2011-08-31,0
2011 Sep,2011-09-30,0
2011 Oct,2011-10-31,0
2011 Nov,2011-11-30,0.142531686707832
2011 Dec,2011-12-31,0
2012 Jan,2012-01-31,0
2012 Feb,2012-02-29,0.110679233019175
2012 Mar,2012-03-31,0.173740656483588
2012 Apr,2012-04-30,0.206558336041599
2012 May,2012-05-31,0.126766330841729
2012 Jun,2012-06-30,0.0952356191095223
2012 Jul,2012-07-31,0.206558336041599
2012 Aug,2012-08-31,0.0952356191095223
2012 Sep,2012-09-30,0
2012 Oct,2012-10-31,0
2012 Nov,2012-11-30,0
2012 Dec,2012-12-31,0
2013 Jan,2013-01-31,0
2013 Feb,2013-02-28,0
2013 Mar,2013-03-31,0.110679233019175
2013 Apr,2013-04-30,0
2013 May,2013-05-31,0
2013 Jun,2013-06-30,0
2013 Jul,2013-07-31,0
2013 Aug,2013-08-31,0
2013 Sep,2013-09-30,0.126766330841729
2013 Oct,2013-10-31,0.379655508612285
2013 Nov,2013-11-30,0.301150471238219
2013 Dec,2013-12-31,0.301150471238219
2014 Jan,2014-01-31,0.270263243418915
2014 Feb,2014-02-28,0.142531686707832
2014 Mar,2014-03-31,0
2014 Apr,2014-04-30,0
2014 May,2014-05-31,0
2014 Jun,2014-06-30,0.221358466038349
2014 Jul,2014-07-31,0.507708807279818
2014 Aug,2014-08-31,0.762206694832629
2014 Sep,2014-09-30,0.683058173545661
2014 Oct,2014-10-31,0.380942476438089
2014 Nov,2014-11-30,0.444969125771856
2014 Dec,2014-12-31,0.412794930126747
2015 Jan,2015-01-31,0.379655508612285
2015 Feb,2015-02-28,0.332681182970426
2015 Mar,2015-03-31,0.190471238219045
2015 Apr,2015-04-30,0
2015 May,2015-05-31,0.0952356191095223
2015 Jun,2015-06-30,0.253532661683458
2015 Jul,2015-07-31,0.539883002924927
2015 Aug,2015-08-31,0.539883002924927
2015 Sep,2015-09-30,0.491943451413715
2015 Oct,2015-10-31,0.270263243418915
2015 Nov,2015-11-30,0.126766330841729
2015 Dec,2015-12-31,0.173740656483588
2016 Jan,2016-01-31,0.190471238219045
2016 Feb,2016-02-29,0.142531686707832
2016 Mar,2016-03-31,0
2016 Apr,2016-04-01,0.126766330841729
