time,t,data/C139_7.csv
2015 Jan,2015-01-31,0.01
2015 Feb,2015-02-28,0.14
2015 Mar,2015-03-31,0.05
2015 Apr,2015-04-30,0.06
2015 May,2015-05-31,0.02
2015 Jun,2015-06-30,0.01
2015 Jul,2015-07-31,0
2015 Aug,2015-08-31,0.01
2015 Sep,2015-09-30,0
2015 Oct,2015-10-31,0.01
2015 Nov,2015-11-30,0
2015 Dec,2015-12-31,0.02
2016 Jan,2016-01-31,0
2016 Feb,2016-02-29,0.01
2016 Mar,2016-03-31,0.2
2016 Apr,2016-04-30,0.16
2016 May,2016-05-31,0.03
2016 Jun,2016-06-30,0.07
2016 Jul,2016-07-31,0
2016 Aug,2016-08-31,0.01
2016 Sep,2016-09-30,0
2016 Oct,2016-10-31,0
2016 Nov,2016-11-30,0
2016 Dec,2016-12-01,0
